SIRUTA,Year,Core,Periurban,Village,Transilvania,Valachia,Moldavia,PopAdj,EmpPublic,EmpLocal,EmpForeign,EmpForeign_BusinessServices,EmpLocal_BusinessServices,EmpForeign_Manufacturing,EmpLocal_Manufacturing,EmpForeign_BusServ_Core,EmpForeign_BusServ_CoreofPeri,EmpForeign_BusServ_Periurban,EmpForeign_BusServ_Village,EmpLocal_BusServ_Core,EmpLocal_BusServ_CoreofPeri,EmpLocal_BusServ_Periurban,EmpLocal_BusServ_Village,EmpForeign_Man_Core,EmpForeign_Man_CoreofPeri,EmpForeign_Man_Periurban,EmpForeign_Man_Village,EmpLocal_Man_Core,EmpLocal_Man_CoreofPeri,EmpLocal_Man_Periurban,EmpLocal_Man_Village,Pop2011Offset,D_PIT_USDdef,D_Turnover_USDdef,LN_Pop2018_Pop2011,Locality Type,Longitude,Latitude
53791,2018,0,0,1,1,0,0,1476,0.021276596,0.044917258,0,0,0.196428571,0,0.178571429,0,0,0,0,0,0,0,0.196428571,0,0,0,0,0,0,0,0.178571429,7.323170718,0.84029218,1.225273657,-0.026079713,Village,21.73900992,44.89385491
53853,2018,0,0,1,1,0,0,2074,0.017828201,0.045380875,0,0,0.192307692,0,0.08974359,0,0,0,0,0,0,0,0.192307692,0,0,0,0,0,0,0,0.08974359,7.730614066,0.048363805,0.453316842,-0.093379677,Village,21.82373092,44.71289813
54056,2018,0,0,1,1,0,0,2955,0.013727561,0.060718057,0.008975713,0.018987342,0.101265823,0,0.088607595,0,0,0,0.018987342,0,0,0,0.101265823,0,0,0,0,0,0,0,0.088607595,8.042378005,0.027502833,-0.585014488,-0.051124075,Village,22.34454715,45.26707161
54109,2018,0,0,1,1,0,0,2103,0.025236593,0.004731861,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,7.68386398,1.057685683,0.12983551,-0.032743805,Village,21.43465554,44.83623799
54163,2018,0,0,1,1,0,0,1105,0.027149321,0.036199095,0,0,0.071428571,0,0.023809524,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0.023809524,7.13009851,-0.076119459,0.246904928,-0.122497896,Village,21.86285634,44.7975673
54270,2018,0,0,1,1,0,0,3944,0.019753086,0.041152263,0,0,0.040540541,0,0.324324324,0,0,0,0,0,0,0,0.040540541,0,0,0,0,0,0,0,0.324324324,8.345217927,0.41412217,-0.185686701,-0.065267211,Village,22.39746617,45.17893337
54305,2018,0,1,0,1,0,0,2016,0.015503876,0.028423773,0,0,0,0,0.549019608,0,0.00623053,0,0,0,0.174454829,0,0,0,0.102180685,0,0,0,0.054205607,0.549019608,0,7.573531263,0.132805935,-0.053908001,0.035339366,Periurban,21.65534384,45.18904177
54350,2018,0,1,0,1,0,0,1628,0.017258883,0.01319797,0.008121827,0,0.078947368,0,0,0,0.009137636,0,0,0,0.109588172,0.078947368,0,0,0.136239609,0,0,0,0.150390253,0,0,7.46221494,0.305131923,0.34751638,-0.067107393,Periurban,21.99540763,45.33187448
54387,2018,0,1,0,1,0,0,2557,0.014251781,0.079572447,0,0,0.018987342,0,0.063291139,0,0.011323425,0,0,0,0.06935598,0.018987342,0,0,0.012031139,0,0,0,0.331917905,0.063291139,0,7.908019445,0.156967525,1.37815975,-0.061429469,Periurban,22.35561667,44.8067045
54412,2018,0,1,0,1,0,0,3481,0.016060463,0.030703826,0,0,0.060606061,0,0.131313131,0,0.003767024,0,0,0,0.142712257,0.060606061,0,0,0.367719502,0,0,0,0.0711388,0.131313131,0,8.153637486,-0.029755038,0.697264796,0.001437401,Periurban,22.38601478,45.37866978
54485,2018,0,1,0,1,0,0,764,0.039130435,0.393478261,0.023913043,0.052380952,0.166666667,0,0.00952381,0,0.009137636,0.052380952,0,0,0.109588172,0.166666667,0,0,0.136239609,0,0,0,0.150390253,0.00952381,0,6.688354714,0.819319107,2.567532264,-0.049786925,Periurban,22.03364966,45.22293953
54500,2018,0,1,0,1,0,0,1420,0.019517796,0.12858783,0.008036739,0,0,0,0,0,0.00623053,0,0,0,0.174454829,0,0,0,0.102180685,0,0,0,0.054205607,0,0,7.285506549,0.272647905,2.77777927,-0.027094398,Periurban,21.52832991,45.08789982
54537,2018,0,1,0,1,0,0,1510,0.02006689,0.018952062,0,0,0.114285714,0,0,0,0.002757353,0,0,0,0.136948529,0.114285714,0,0,0.100183824,0,0,0,0.230698529,0,0,7.400009517,-0.628948673,-1.756023112,-0.080144587,Periurban,21.65698207,45.53561382
54573,2018,0,0,1,1,0,0,1056,0.014992504,0.017991004,0.007496252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.017506143,0.288563307,0.867169696,-0.055262679,Village,21.47388417,45.0260206
54617,2018,0,1,0,1,0,0,4072,0.018076923,0.136538462,0.016538462,0,0.035955056,0,0.202247191,0,0.007680492,0,0,0,0.102150538,0.035955056,0,0,0.165130568,0,0,0,0.083717358,0.202247191,0,8.327726166,0.384839693,-0.186074207,-0.015836608,Periurban,22.53635951,45.38700036
54699,2018,0,0,1,1,0,0,892,0.027777778,0.069444444,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,6.762729507,0.06364122,0.504057035,0.030736626,Village,21.96862023,45.45996135
54975,2018,1,0,0,1,0,0,320209,0.093926513,0.517100487,0.300622101,0.134221186,0.204504202,0.098483518,0.069383453,0.134221186,0,0,0,0.204504202,0,0,0,0.098483518,0,0,0,0.069383453,0,0,0,12.67014937,0.157787451,0.467636004,0.006579816,Core,23.60268847,46.77339013
55008,2018,1,0,0,1,0,0,38206,0.035482035,0.252763778,0.082181759,0.003730524,0.12837393,0.142308536,0.175883257,0.003730524,0,0,0,0.12837393,0,0,0,0.142308536,0,0,0,0.175883257,0,0,0,10.60194561,0.200700204,0.58623338,-0.051197755,Core,23.81835843,47.13744992
55062,2018,0,1,0,1,0,0,3019,0.014044944,0.12247191,0.004494382,0,0.03187251,0.03187251,0.099601594,0,0.003730524,0,0,0,0.12837393,0.03187251,0,0,0.142308536,0.03187251,0,0,0.175883257,0.099601594,0,7.998335396,0.711281729,0.554241548,0.014345534,Periurban,23.9263318,47.17487519
55106,2018,0,1,0,1,0,0,1134,0.015503876,0.075968992,0,0,0.050847458,0,0.457627119,0,0.003730524,0,0,0,0.12837393,0.050847458,0,0,0.142308536,0,0,0,0.175883257,0.457627119,0,7.073269717,1.125491974,0.266507756,-0.039763233,Periurban,23.75521177,47.11382785
55160,2018,0,1,0,1,0,0,3580,0.012241055,0.100753296,0.00094162,0,0.074380165,0,0.161157025,0,0.003730524,0,0,0,0.12837393,0.074380165,0,0,0.142308536,0,0,0,0.175883257,0.161157025,0,8.206310726,0.500514321,1.143191741,-0.023192646,Periurban,23.98101203,47.13545045
55259,2018,1,0,0,1,0,0,55859,0.028756906,0.17019337,0.064585635,0.005870021,0.104926625,0.163102725,0.087735849,0.005870021,0,0,0,0.104926625,0,0,0,0.163102725,0,0,0,0.087735849,0,0,0,10.98909903,0.150940468,0.25937551,-0.058513092,Core,23.80424796,46.59221189
55277,2018,0,1,0,1,0,0,5720,0.018116937,0.291792479,0.023332418,0.00247117,0.038714992,0.044481054,0.408566722,0,0.005870021,0.00247117,0,0,0.104926625,0.038714992,0,0,0.163102725,0.044481054,0,0,0.087735849,0.408566722,0,8.694502206,0.716060356,0.877695834,-0.042778122,Periurban,23.73866349,46.53630549
55311,2018,0,1,0,1,0,0,2066,0.020817271,0.080185042,0.00077101,0.007575758,0.257575758,0,0.007575758,0,0.005870021,0.007575758,0,0,0.104926625,0.257575758,0,0,0.163102725,0,0,0,0.087735849,0.007575758,0,7.576097341,0.997963321,0.426027963,0.057272309,Periurban,23.72711659,46.58672096
55357,2018,0,1,0,1,0,0,27711,0.025357963,0.146518745,0.057274019,0.002146435,0.121392798,0.193179108,0.140949201,0,0.005870021,0.002146435,0,0,0.104926625,0.121392798,0,0,0.163102725,0.193179108,0,0,0.087735849,0.140949201,0,10.27904313,0.087095181,-0.113932167,-0.049458405,Periurban,23.8814235,46.53816069
55384,2018,1,0,0,1,0,0,22967,0.033651226,0.219277929,0.049182561,0.003382187,0.096054115,0.147688839,0.332581736,0.003382187,0,0,0,0.096054115,0,0,0,0.147688839,0,0,0,0.332581736,0,0,0,10.05997835,0.045372348,0.537850923,-0.018164667,Core,23.88454888,47.01368057
55446,2018,1,0,0,1,0,0,9536,0.055546289,0.225688073,0.024854045,0.001089918,0.10027248,0.067574932,0.168392371,0.001089918,0,0,0,0.10027248,0,0,0,0.067574932,0,0,0,0.168392371,0,0,0,9.181838012,-0.018580521,0.358585172,-0.019008622,Core,23.01898103,46.88245646
55473,2018,0,0,1,1,0,0,6656,0.01278649,0.082267793,0.023160434,0,0.171428571,0.187755102,0.051020408,0,0,0,0,0,0,0,0.171428571,0,0,0,0.187755102,0,0,0,0.051020408,8.866158492,0.172875803,0.359728123,-0.06288451,Village,23.25299536,46.88025196
55598,2018,0,1,0,1,0,0,994,0.023715415,0.134387352,0.001976285,0.012345679,0.24691358,0,0.061728395,0,0.005870021,0.012345679,0,0,0.104926625,0.24691358,0,0,0.163102725,0,0,0,0.087735849,0.061728395,0,7.01301579,0.145791827,1.029612403,-0.111278583,Periurban,23.74046207,46.67854582
55623,2018,0,1,0,1,0,0,1142,0.030252101,0.020168067,0,0,0.033333333,0,0,0,0.003730524,0,0,0,0.12837393,0.033333333,0,0,0.142308536,0,0,0,0.175883257,0,0,7.17472431,0.974789841,1.259777774,-0.13418792,Periurban,23.74636249,47.04925544
55687,2018,0,1,0,1,0,0,13467,0.016533703,0.2596832,0.162677766,0.015015806,0.102739726,0.25711275,0.119863014,0,0.134221186,0.015015806,0,0,0.204504202,0.102739726,0,0,0.098483518,0.25711275,0,0,0.069383453,0.119863014,0,9.234837844,0.734254021,0.804804744,0.273159684,Periurban,23.73809487,46.79144165
55776,2018,0,0,1,1,0,0,1517,0.030562347,0.040342298,0,0,0.068965517,0,0.120689655,0,0,0,0,0,0,0,0.068965517,0,0,0,0,0,0,0,0.120689655,7.420578905,0.343829805,0.529488054,-0.096088926,Village,23.45611708,46.98549951
55838,2018,0,1,0,1,0,0,11636,0.013493848,0.214314063,0.045640958,0.01983551,0.188679245,0.100145138,0.098693759,0,0.134221186,0.01983551,0,0,0.204504202,0.188679245,0,0,0.098483518,0.100145138,0,0,0.069383453,0.098693759,0,9.147826467,0.511690797,0.750060071,0.214032553,Periurban,23.47412416,46.82312708
55918,2018,0,0,1,1,0,0,2016,0.019559902,0.060309698,0.003259984,0,0.343137255,0,0.029411765,0,0,0,0,0,0,0,0.343137255,0,0,0,0,0,0,0,0.029411765,7.68017564,-0.343281787,0.66452682,-0.071305011,Village,23.37353108,46.56927415
56014,2018,0,0,1,1,0,0,1300,0.026992288,0.123393316,0.01285347,0.078740157,0.228346457,0,0.070866142,0,0,0,0.078740157,0,0,0,0.228346457,0,0,0,0,0,0,0,0.070866142,7.201170883,0.784160746,1.126277321,-0.03105134,Village,22.92898381,46.61370668
56096,2018,0,1,0,1,0,0,1423,0.031029619,0.038081805,0,0,0.12244898,0,0.102040816,0,0.003730524,0,0,0,0.12837393,0.12244898,0,0,0.142308536,0,0,0,0.175883257,0.102040816,0,7.383989458,-0.135899304,0.812026602,-0.12346686,Periurban,23.6521125,47.13508259
56210,2018,0,0,1,1,0,0,4873,0.021468144,0.113227147,0.039473684,0,0.053677932,0.206759443,0.280318091,0,0,0,0,0,0,0,0.053677932,0,0,0,0.206759443,0,0,0,0.280318091,8.488176242,0.372420658,0.698062175,0.0032888,Village,23.84078092,46.8987229
56265,2018,0,0,1,1,0,0,1333,0.061170213,0.058510638,0,0,0.133333333,0,0.033333333,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0.033333333,7.322510434,0.760404794,0.939507255,-0.127323114,Village,23.63998695,46.92349292
56327,2018,0,0,1,1,0,0,1224,0.031007752,0.037209302,0,0,0.136363636,0,0,0,0,0,0,0,0,0,0.136363636,0,0,0,0,0,0,0,0,7.202661197,0.803628008,0.844709525,-0.092781733,Village,24.16490526,46.90906823
56354,2018,0,0,1,1,0,0,2364,0.023756496,0.06013363,0.002227171,0,0.060344828,0,0.077586207,0,0,0,0,0,0,0,0.060344828,0,0,0,0,0,0,0,0.077586207,7.79399909,0.77373366,1.142859163,-0.025888711,Village,23.91514002,46.81346386
56425,2018,0,1,0,1,0,0,2388,0.017356475,0.100133511,0.00200267,0,0.262569832,0,0.324022346,0,0.005870021,0,0,0,0.104926625,0.262569832,0,0,0.163102725,0,0,0,0.087735849,0.324022346,0,7.823645931,0.654801791,1.371862412,-0.045434456,Periurban,23.850693,46.48394127
56461,2018,0,0,1,1,0,0,2458,0.019189765,0.083866382,0.039090263,0.275,0.22,0,0.15,0,0,0,0.275,0,0,0,0.22,0,0,0,0,0,0,0,0.15,7.850103545,0.614178522,0.999319798,-0.043000255,Village,23.01206105,46.74895362
56522,2018,0,1,0,1,0,0,2735,0.023148148,0.052910053,0,0,0.052173913,0,0,0,0,0,0,0,0.054479419,0.052173913,0,0,0.415254237,0,0,0,0.177966102,0,0,7.964503364,0.299746279,1.273436953,-0.050616649,Periurban,24.11574993,46.78861651
56568,2018,0,0,1,1,0,0,3021,0.028268551,0.114252061,0.065371025,0.209631728,0.050991501,0.002832861,0.107648725,0,0,0,0.209631728,0,0,0,0.050991501,0,0,0,0.002832861,0,0,0,0.107648725,8.098338846,0.850062557,0.180241214,-0.084995665,Village,23.22776774,46.78658198
56666,2018,0,1,0,1,0,0,4763,0.015432099,0.078875171,0.00308642,0,0.052816901,0,0.165492958,0,0.003730524,0,0,0,0.12837393,0.052816901,0,0,0.142308536,0,0,0,0.175883257,0.165492958,0,8.480529207,0.128544893,1.060978397,-0.011896206,Periurban,23.8584703,47.23325287
56773,2018,0,0,1,1,0,0,1772,0.025104603,0.046025105,0,0,0.014705882,0,0.132352941,0,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0.132352941,7.60339934,0.423000227,0.520944322,-0.123535209,Village,24.1765765,46.8536129
56844,2018,0,0,1,1,0,0,3789,0.018568841,0.049818841,0,0,0.01986755,0,0.059602649,0,0,0,0,0,0,0,0.01986755,0,0,0,0,0,0,0,0.059602649,8.321664807,0.190108564,1.00901614,-0.081807396,Village,23.93782619,46.64594957
56988,2018,0,1,0,1,0,0,3313,0.014780836,0.116207951,0.004077472,0.003773585,0.222641509,0,0.022641509,0,0.134221186,0.003773585,0,0,0.204504202,0.222641509,0,0,0.098483518,0,0,0,0.069383453,0.022641509,0,7.976595409,0.826906055,1.781666616,0.129013993,Periurban,23.55745543,46.89045259
57083,2018,0,0,1,1,0,0,2457,0.021548822,0.108417508,0.000673401,0,0.030927835,0,0.525773196,0,0,0,0,0,0,0,0.030927835,0,0,0,0,0,0,0,0.525773196,7.878912912,1.154585601,2.091715667,-0.07221654,Village,23.91073205,47.32572906
57163,2018,0,0,1,1,0,0,1518,0.036263736,0.259340659,0,0,0.241635688,0,0.059479554,0,0,0,0,0,0,0,0.241635688,0,0,0,0,0,0,0,0.059479554,7.387709239,1.127895154,0.87208479,-0.062560281,Village,22.84044086,46.95655956
57225,2018,0,1,0,1,0,0,1466,0.024611399,0.212435233,0.009067358,0.005263158,0.315789474,0,0.057894737,0,0.134221186,0.005263158,0,0,0.204504202,0.315789474,0,0,0.098483518,0,0,0,0.069383453,0.057894737,0,7.244941546,0.838054777,2.454765646,0.045351336,Periurban,23.54704677,46.64829945
57314,2018,0,0,1,1,0,0,2287,0.018745494,0.079307859,0.134102379,0,0.139751553,0.559006211,0,0,0,0,0,0,0,0,0.139751553,0,0,0,0.559006211,0,0,0,0,7.766416898,0.731631717,-0.405994512,-0.031420704,Village,23.79024711,47.23914077
57350,2018,0,0,1,1,0,0,4204,0.018307567,0.048820179,0.002847844,0.034883721,0.11627907,0.005813953,0.075581395,0,0,0,0.034883721,0,0,0,0.11627907,0,0,0,0.005813953,0,0,0,0.075581395,8.339500903,0.083704129,0.671411418,0.004290829,Village,23.84209536,46.74377205
57449,2018,0,0,1,1,0,0,1338,0.026033691,0.113323124,0.013782542,0.01,0.11,0,0.23,0,0,0,0.01,0,0,0,0.11,0,0,0,0,0,0,0,0.23,7.33628566,-0.00725197,1.965205523,-0.137354419,Village,23.69494397,47.02793008
57546,2018,0,0,1,1,0,0,1371,0.050209205,0.026499303,0.030683403,0,0.051948052,0,0.051948052,0,0,0,0,0,0,0,0.051948052,0,0,0,0,0,0,0,0.051948052,7.288927695,0.705437798,2.872688533,-0.065632015,Village,23.69337309,46.96868525
57582,2018,0,1,0,1,0,0,4005,0.01511879,0.246652268,0.047084233,0.004195804,0.237762238,0.034965035,0.113286713,0,0.134221186,0.004195804,0,0,0.204504202,0.237762238,0,0,0.098483518,0.034965035,0,0,0.069383453,0.113286713,0,8.199738961,0.261358447,0.490547898,0.095559899,Periurban,23.65943788,46.70584296
57644,2018,0,1,0,1,0,0,2631,0.013880126,0.054258675,0.082018927,0,0.054621849,0.546218487,0.029411765,0,0.003382187,0,0,0,0.096054115,0.054621849,0,0,0.147688839,0.546218487,0,0,0.332581736,0.029411765,0,7.897296473,0.678549832,1.764491267,-0.022177192,Periurban,23.96357133,47.00276569
57706,2018,0,1,0,1,0,0,36067,0.00915175,0.243267215,0.054386389,0.021287779,0.243889619,0.057424442,0.105387648,0,0.134221186,0.021287779,0,0,0.204504202,0.243889619,0,0,0.098483518,0.057424442,0,0,0.069383453,0.105387648,0,9.685766771,0.686066856,0.787376008,0.807366827,Periurban,23.47847828,46.73703933
57742,2018,0,1,0,1,0,0,4005,0.020482476,0.073281748,0.007737824,0,0.044843049,0.076233184,0.031390135,0,0,0,0,0,0.054479419,0.044843049,0,0,0.415254237,0.076233184,0,0,0.177966102,0.031390135,0,8.364973978,-0.097381989,0.120811326,-0.069675119,Periurban,24.02525359,46.7031331
57831,2018,0,0,1,1,0,0,1481,0.025157233,0.028930818,0,0,0.093023256,0,0,0,0,0,0,0,0,0,0.093023256,0,0,0,0,0,0,0,0,7.401231264,0.489181752,0.912927419,-0.10075845,Village,24.05948997,46.88079185
57902,2018,0,0,1,1,0,0,8895,0.018951242,0.363937443,0.111131555,0.005586592,0.107635009,0.008938547,0.218621974,0,0,0,0.005586592,0,0,0,0.107635009,0,0,0,0.008938547,0,0,0,0.218621974,9.030615441,0.329887245,0.754228368,0.062629159,Village,23.34026689,46.72589053
57948,2018,0,0,1,1,0,0,2301,0.016200295,0.133284242,0.001472754,0,0.102439024,0,0.195121951,0,0,0,0,0,0,0,0.102439024,0,0,0,0,0,0,0,0.195121951,7.782390336,0.919442102,0.633759798,-0.041291246,Village,23.36986014,46.84850307
58008,2018,0,0,1,1,0,0,3897,0.014214047,0.061036789,0,0,0.116666667,0,0.044444444,0,0,0,0,0,0,0,0.116666667,0,0,0,0,0,0,0,0.044444444,8.356554845,0.572232684,0.125087451,-0.08859254,Village,23.50943655,46.53771303
58142,2018,0,1,0,1,0,0,4345,0.018365817,0.12856072,0.195652174,0,0.003282276,0.557986871,0.101750547,0,0.003382187,0,0,0,0.096054115,0.003282276,0,0,0.147688839,0.557986871,0,0,0.332581736,0.101750547,0,8.406931797,0.029086193,0.62690023,-0.030150759,Periurban,23.81110217,46.99592867
58204,2018,0,1,0,1,0,0,1498,0.028026906,0.071748879,0,0,0.247191011,0,0.033707865,0,0.001089918,0,0,0,0.10027248,0.247191011,0,0,0.067574932,0,0,0,0.168392371,0.033707865,0,7.379632153,0.683586323,0.401868051,-0.067745989,Periurban,23.12335525,46.8483842
58259,2018,0,0,1,1,0,0,4489,0.017655898,0.285875282,1.101051841,0.010698048,0.018186681,0.762770794,0.100294196,0,0,0,0.010698048,0,0,0,0.018186681,0,0,0,0.762770794,0,0,0,0.100294196,8.318498321,1.066627993,2.681367909,0.090886918,Village,23.80055008,46.85205235
58311,2018,0,0,1,1,0,0,4670,0.014060357,0.12037037,0.009259259,0,0.08353222,0,0.071599045,0,0,0,0,0,0,0,0.08353222,0,0,0,0,0,0,0,0.071599045,8.472195825,-0.144065621,0.263959677,-0.023281475,Village,23.94883168,46.48055861
58357,2018,0,0,1,1,0,0,2345,0.020903574,0.049898854,0.001348618,0,0,0,0.018691589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018691589,7.779466967,-0.522288384,1.002639004,-0.019426287,Village,23.13229464,46.57851776
58393,2018,0,0,1,1,0,0,1395,0.025099075,0.081902246,0.002642008,0.012048193,0.036144578,0,0.13253012,0,0,0,0.012048193,0,0,0,0.036144578,0,0,0,0,0,0,0,0.13253012,7.35372233,0.409206334,1.590720609,-0.113072636,Village,23.10411432,46.78831968
58464,2018,0,0,1,1,0,0,1568,0.019230769,0.174208145,0,0,0.070175439,0,0.286549708,0,0,0,0,0,0,0,0.070175439,0,0,0,0,0,0,0,0.286549708,7.395721609,0.763017735,0.26368677,-0.038165408,Village,22.88274857,46.7191547
58534,2018,0,0,1,1,0,0,1546,0.029535865,0.040084388,0.001054852,0,0.164179104,0,0.074626866,0,0,0,0,0,0,0,0.164179104,0,0,0,0,0,0,0,0.074626866,7.375255778,0.650368616,0.432594569,-0.031829549,Village,23.13258954,46.67411852
58552,2018,0,1,0,1,0,0,3856,0.015555556,0.059111111,0.000888889,0.005882353,0.182352941,0,0.129411765,0,0.003730524,0.005882353,0,0,0.12837393,0.182352941,0,0,0.142308536,0,0,0,0.175883257,0.129411765,0,8.255048903,0.297928349,-0.067929151,0.002336753,Periurban,23.9308199,47.06780038
58623,2018,0,0,1,1,0,0,3236,0.019556025,0.058139535,0.003699789,0,0.123376623,0,0.006493506,0,0,0,0,0,0,0,0.123376623,0,0,0,0,0,0,0,0.006493506,8.150467912,0.324684721,0.575258364,-0.068374633,Village,24.02581033,46.79928108
58721,2018,0,0,1,1,0,0,3231,0.02172761,0.079491256,0.095389507,0.002695418,0.075471698,0.479784367,0.056603774,0,0,0,0.002695418,0,0,0,0.075471698,0,0,0,0.479784367,0,0,0,0.056603774,8.110727583,0.676125288,2.366100558,-0.030180617,Village,23.68625451,46.46400444
58794,2018,0,0,1,1,0,0,1095,0.028301887,0.047169811,0.001886792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.116394144,0.734287214,1.437980763,-0.117884502,Village,23.99137175,46.86902002
58856,2018,0,0,1,1,0,0,1699,0.022909507,0.04696449,0.001145475,0.016129032,0.048387097,0,0.048387097,0,0,0,0.016129032,0,0,0,0.048387097,0,0,0,0,0,0,0,0.048387097,7.488293515,0.390057995,1.447095128,-0.050498393,Village,23.53877202,47.04899243
58918,2018,0,0,1,1,0,0,1508,0.022432113,0.138134593,0.014167651,0.081081081,0.040540541,0,0.263513514,0,0,0,0.081081081,0,0,0,0.040540541,0,0,0,0,0,0,0,0.263513514,7.410347098,0.978079661,1.313996601,-0.091807549,Village,23.61857465,46.58957543
58990,2018,0,1,0,1,0,0,651,0.041343669,0.015503876,0,0,0.090909091,0,0.045454545,0,0.005870021,0,0,0,0.104926625,0.090909091,0,0,0.163102725,0,0,0,0.087735849,0.045454545,0,6.582025139,1.149727263,0.818585045,-0.103515497,Periurban,23.83565904,46.65300891
59041,2018,0,1,0,1,0,0,4880,0.013783598,0.098208132,0.046175052,0,0.148148148,0,0.089324619,0,0.001089918,0,0,0,0.10027248,0.148148148,0,0,0.067574932,0,0,0,0.168392371,0.089324619,0,8.583542572,0.767277108,0.021731708,-0.090642073,Periurban,22.82180921,46.8562928
59130,2018,0,0,1,1,0,0,1362,0.02310231,0.02310231,0.04290429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.273092596,0.963620542,3.201188273,-0.056383109,Village,23.54658983,47.11682471
59238,2018,0,0,1,1,0,0,1426,0.021794872,0.101282051,0,0,0.0625,0,0.291666667,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.291666667,7.396335294,0.149630144,1.234018943,-0.133706693,Village,23.12663407,46.71345915
59283,2018,0,0,1,1,0,0,1479,0.028503563,0.086698337,0,0,0.051546392,0,0.350515464,0,0,0,0,0,0,0,0.051546392,0,0,0,0,0,0,0,0.350515464,7.3524411,0.477591734,2.599698351,-0.053319638,Village,22.82596589,46.78815762
59327,2018,0,0,1,1,0,0,4089,0.022310757,0.249003984,0.015537849,0,0.197222222,0.044444444,0.155555556,0,0,0,0,0,0,0,0.197222222,0,0,0,0.044444444,0,0,0,0.155555556,8.346879254,0.057413803,-0.266771317,-0.030823533,Village,23.42623685,46.66791648
59416,2018,0,1,0,1,0,0,2324,0.016897081,0.268817204,0.000768049,0.002680965,0.136729223,0,0.150134048,0,0.003382187,0.002680965,0,0,0.096054115,0.136729223,0,0,0.147688839,0,0,0,0.332581736,0.150134048,0,7.837948916,0.473140762,0.813014311,-0.086903798,Periurban,23.90522583,46.92609673
59434,2018,0,1,0,1,0,0,1543,0.026376147,0.143348624,0.058486239,0.075376884,0.075376884,0.140703518,0.105527638,0,0.001089918,0.075376884,0,0,0.10027248,0.075376884,0,0,0.067574932,0.140703518,0,0,0.168392371,0.105527638,0,7.414572881,-0.328845579,1.164122067,-0.073089029,Periurban,22.97982984,46.82444921
59498,2018,0,0,1,1,0,0,1344,0.008982036,0.062874251,0,0,0.083333333,0,0.5,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0.5,7.319202459,0.486816848,2.128159572,-0.115796938,Village,24.08145554,47.01681095
59586,2018,0,0,1,1,0,0,2250,0.021943574,0.054858934,0,0,0.030612245,0,0.102040816,0,0,0,0,0,0,0,0.030612245,0,0,0,0,0,0,0,0.102040816,7.749753406,0.231404792,-0.150515522,-0.031067911,Village,23.41875836,46.90880194
59657,2018,0,0,1,1,0,0,1613,0.025925926,0.018518519,0.007407407,0,0.047619048,0.142857143,0.023809524,0,0,0,0,0,0,0,0.047619048,0,0,0,0.142857143,0,0,0,0.023809524,7.488852956,0.259584552,-1.659356878,-0.103001878,Village,23.96704541,46.75642258
59693,2018,0,0,1,1,0,0,4603,0.014747191,0.043539326,0.001404494,0,0.082352941,0,0.135294118,0,0,0,0,0,0,0,0.082352941,0,0,0,0,0,0,0,0.135294118,8.487764381,0.284768915,-0.466657501,-0.053300837,Village,24.01751152,46.58438877
59764,2018,0,1,0,1,0,0,2183,0.022417934,0.092874299,0.086469175,0,0.047619048,0.003968254,0.154761905,0,0.005870021,0,0,0,0.104926625,0.047619048,0,0,0.163102725,0.003968254,0,0,0.087735849,0.154761905,0,7.765569081,0.607029744,1.209470458,-0.077113725,Periurban,23.65647835,46.6450367
59826,2018,0,0,1,1,0,0,1758,0.01853759,0.16168898,0,0,0.011428571,0,0.194285714,0,0,0,0,0,0,0,0.011428571,0,0,0,0,0,0,0,0.194285714,7.582229194,0.510388733,0.75749347,-0.110297116,Village,24.06084308,46.94366624
59880,2018,0,0,1,1,0,0,2636,0.023163468,0.034414295,0.000661813,0,0.125,0,0.011363636,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.011363636,7.9686657,0.312881307,1.013569576,-0.091647805,Village,24.08028826,47.09529456
59942,2018,0,1,0,1,0,0,1969,0.030784508,0.064548163,0,0,0.010416667,0,0.1875,0,0.003730524,0,0,0,0.12837393,0.010416667,0,0,0.142308536,0,0,0,0.175883257,0.1875,0,7.621195163,0.312924172,2.717745758,-0.035914084,Periurban,23.72241784,47.20039195
60026,2018,0,0,1,1,0,0,926,0.029411765,0.137254902,0.013071895,0.072727273,0.027272727,0,0.009090909,0,0,0,0.072727273,0,0,0,0.027272727,0,0,0,0,0,0,0,0.009090909,6.901737207,1.282619937,0.110621506,-0.070862972,Village,23.26644111,46.57637403
