SIRUTA,Year,Core,Periurban,Village,Transilvania,Valachia,Moldavia,PopAdj,EmpPublic,EmpLocal,EmpForeign,EmpForeign_BusinessServices,EmpLocal_BusinessServices,EmpForeign_Manufacturing,EmpLocal_Manufacturing,EmpForeign_BusServ_Core,EmpForeign_BusServ_CoreofPeri,EmpForeign_BusServ_Periurban,EmpForeign_BusServ_Village,EmpLocal_BusServ_Core,EmpLocal_BusServ_CoreofPeri,EmpLocal_BusServ_Periurban,EmpLocal_BusServ_Village,EmpForeign_Man_Core,EmpForeign_Man_CoreofPeri,EmpForeign_Man_Periurban,EmpForeign_Man_Village,EmpLocal_Man_Core,EmpLocal_Man_CoreofPeri,EmpLocal_Man_Periurban,EmpLocal_Man_Village,Pop2011Offset,D_PIT_USDdef,D_Turnover_USDdef,LN_Pop2018_Pop2011,Locality Type,Longitude,Latitude
9887,2018,0,1,0,1,0,0,1058,0.034013605,0.044217687,0.00170068,0,0.170212766,0,0.234042553,0,0.000529942,0,0,0,0.04027557,0.170212766,0,0,0.607313196,0,0,0,0.052994171,0.234042553,0,6.970730078,1.192220663,0.412991288,-0.006594466,Periurban,22.04955903,46.00414441
9930,2018,0,0,1,1,0,0,2980,0.017524644,0.083242059,0,0,0.195652174,0,0.152173913,0,0,0,0,0,0,0,0.195652174,0,0,0,0,0,0,0,0.152173913,8.055475142,0.502747202,0.851322796,-0.055796562,Village,21.98624482,46.51566749
10006,2018,0,1,0,1,0,0,1824,0.039964476,0.036412078,0,0,0.046511628,0,0.034883721,0,0.000529942,0,0,0,0.04027557,0.046511628,0,0,0.607313196,0,0,0,0.052994171,0.034883721,0,7.552237288,0.520720767,1.095417646,-0.043450117,Periurban,22.1877886,45.95865201
10051,2018,0,1,0,1,0,0,1821,0.019301471,0.024816176,0.000919118,0,0.06122449,0.020408163,0,0,0.000609013,0,0,0,0.066991474,0.06122449,0,0,0.168087698,0.020408163,0,0,0.355054811,0,0,7.5416831,0.159274941,0.942937077,-0.03454202,Periurban,22.05415989,46.37976782
10104,2018,0,0,1,1,0,0,2476,0.016359918,0.079072938,0.006134969,0.060402685,0.060402685,0,0.020134228,0,0,0,0.060402685,0,0,0,0.060402685,0,0,0,0,0,0,0,0.020134228,7.900266037,0.979881728,0.583676041,-0.085866403,Village,22.07948381,46.11711893
10195,2018,0,1,0,1,0,0,3399,0.015729266,0.059580553,0.010009533,0,0.089385475,0,0.011173184,0,0.003417969,0,0,0,0.041992188,0.089385475,0,0,0.5703125,0,0,0,0.136474609,0.011173184,0,8.131530711,-0.334885975,1.765203195,-0.000294161,Periurban,21.97436985,46.42392176
10239,2018,0,0,1,1,0,0,1213,0.027855153,0.077994429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.145196135,0.362360656,-0.499848298,-0.044344226,Village,22.33067002,46.19704694
10293,2018,0,1,0,1,0,0,3351,0.015748031,0.083661417,0.016732283,0.004237288,0.105932203,0.13559322,0.258474576,0,0.000609013,0.004237288,0,0,0.066991474,0.105932203,0,0,0.168087698,0.13559322,0,0,0.355054811,0.258474576,0,8.160232492,0.884047538,0.675636269,-0.043218405,Periurban,22.08596932,46.32257135
10346,2018,0,1,0,1,0,0,1106,0.021116139,0.015082956,0,0,0.041666667,0,0.125,0,0.000609013,0,0,0,0.066991474,0.041666667,0,0,0.168087698,0,0,0,0.355054811,0.125,0,7.120444372,0.364961776,-1.347631648,-0.11193919,Periurban,22.04934231,46.4502367
10373,2018,0,1,0,1,0,0,2708,0.020310633,0.04958184,0.015531661,0.006993007,0.146853147,0.06993007,0.06993007,0,0.003417969,0.006993007,0,0,0.041992188,0.146853147,0,0,0.5703125,0.06993007,0,0,0.136474609,0.06993007,0,7.932362154,0.559283798,1.248333071,-0.02839652,Periurban,21.84977869,46.52756108
10417,2018,0,0,1,1,0,0,1279,0.019125683,0.107923497,0.00136612,0.010638298,0.20212766,0,0.010638298,0,0,0,0.010638298,0,0,0,0.20212766,0,0,0,0,0,0,0,0.010638298,7.259116128,0.617293273,0.941237297,-0.105282327,Village,22.09449711,46.24470497
10453,2018,0,1,0,1,0,0,2235,0.02023988,0.032233883,0.02023988,0,0.051546392,0.237113402,0.113402062,0,0.001828822,0,0,0,0.053401609,0.051546392,0,0,0.506949525,0.237113402,0,0,0.104974396,0.113402062,0,7.755338813,0.252394086,0.543102268,-0.043342306,Periurban,21.83785356,46.11771222
10514,2018,0,1,0,1,0,0,2721,0.012360212,0.056503826,0,0,0.264957265,0,0,0,0.000738007,0,0,0,0.02804428,0.264957265,0,0,0.689298893,0,0,0,0.022878229,0,0,7.907283609,0.189447199,1.353016029,0.001471129,Periurban,21.57324275,46.22446966
10532,2018,0,0,1,1,0,0,2892,0.017114914,0.050122249,0,0,0.081818182,0,0.2,0,0,0,0,0,0,0,0.081818182,0,0,0,0,0,0,0,0.2,8.002024818,0.527060261,1.510968635,-0.032321235,Village,21.9925092,46.60619339
10649,2018,0,1,0,1,0,0,1144,0.067031464,0.047879617,0,0,0,0,0.083333333,0,0.000609013,0,0,0,0.066991474,0,0,0,0.168087698,0,0,0,0.355054811,0.083333333,0,7.162397497,-0.301025823,0.181940931,-0.120111325,Periurban,22.26579095,46.42670355
10701,2018,0,1,0,1,0,0,1477,0.021205357,0.015625,0,0,0,0,0,0,0.000609013,0,0,0,0.066991474,0,0,0,0.168087698,0,0,0,0.355054811,0,0,7.365180126,0.291221254,-0.981460793,-0.067411843,Periurban,22.25762721,46.33374071
10765,2018,0,1,0,1,0,0,1421,0.02774427,0.025331725,0.016887817,0,0.017241379,0.017241379,0,0,0.001828822,0,0,0,0.053401609,0.017241379,0,0,0.506949525,0.017241379,0,0,0.104974396,0,0,7.232733136,-0.110066487,-0.764283585,0.026382992,Periurban,21.86165511,46.02111775
10827,2018,0,0,1,1,0,0,3132,0.012151899,0.253670886,0.016708861,0,0.012544803,0,0.068100358,0,0,0,0,0,0,0,0.012544803,0,0,0,0,0,0,0,0.068100358,8.043663352,1.084487908,1.012960162,0.005763705,Village,21.13546545,46.12319867
10872,2018,0,0,1,1,0,0,4025,0.018766756,0.08770586,0.065875144,0.015555556,0.062222222,0.233333333,0.135555556,0,0,0,0.015555556,0,0,0,0.062222222,0,0,0,0.233333333,0,0,0,0.135555556,8.325790526,0.843190164,-0.044299019,-0.025510336,Village,21.58207055,46.16373843
10916,2018,0,0,1,1,0,0,2508,0.017621145,0.04468219,0.00377596,0,0.019047619,0,0.019047619,0,0,0,0,0,0,0,0.019047619,0,0,0,0,0,0,0,0.019047619,7.862112212,0.643572438,0.801586077,-0.03487131,Village,21.3168188,46.51261829
10943,2018,0,0,1,1,0,0,3829,0.037752414,0.128182616,0,0,0.021164021,0,0.150793651,0,0,0,0,0,0,0,0.021164021,0,0,0,0,0,0,0,0.150793651,8.317766167,0.50756298,0.619212786,-0.067407215,Village,22.34780927,46.28416383
11058,2018,0,0,1,1,0,0,2588,0.019028871,0.133858268,0,0,0.012875536,0,0.012875536,0,0,0,0,0,0,0,0.012875536,0,0,0,0,0,0,0,0.012875536,8.020270473,0.039024519,1.447530356,-0.161629817,Village,22.58768714,46.29414447
11174,2018,0,0,1,1,0,0,1130,0.023847377,0.146263911,0,0,0.140186916,0,0.009345794,0,0,0,0,0,0,0,0.140186916,0,0,0,0,0,0,0,0.009345794,7.206377291,0.872365673,1.917817771,-0.17640438,Village,22.67029135,46.31783754
11236,2018,0,0,1,1,0,0,1233,0.023021583,0.04028777,0,0,0,0,0.204545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204545455,7.178545484,0.254627637,1.372303988,-0.061339981,Village,22.10334108,46.55603756
11307,2018,0,1,0,1,0,0,683,0.021028037,0.021028037,0,0,0,0,0,0,0.000609013,0,0,0,0.066991474,0,0,0,0.168087698,0,0,0,0.355054811,0,0,6.633318433,0.263497073,-0.108010239,-0.106823574,Periurban,22.18050672,46.45002826
11352,2018,0,1,0,1,0,0,2542,0.015243902,0.154268293,0.031707317,0.024242424,0.057575758,0,0.039393939,0,0.023109862,0.024242424,0,0,0.116285294,0.057575758,0,0,0.241670012,0,0,0,0.143463134,0.039393939,0,7.832014181,0.387482104,0.525905824,0.008692271,Periurban,21.19355391,46.29445465
11398,2018,0,1,0,1,0,0,7245,0.01545396,0.03477141,0.007083065,0.003745318,0.127340824,0.116104869,0.082397004,0,0.000351062,0.003745318,0,0,0.013340355,0.127340824,0,0,0.741793927,0.116104869,0,0,0.00719677,0.082397004,0,8.860641042,0.364537271,1.462250459,0.027425813,Periurban,21.31024835,46.40105847
11423,2018,0,0,1,1,0,0,3816,0.026755853,0.021022456,0.003344482,0,0.018691589,0.009345794,0.009345794,0,0,0,0,0,0,0,0.018691589,0,0,0,0.009345794,0,0,0,0.009345794,8.226573475,-0.018324775,0.705826335,0.020384558,Village,21.64997415,46.62000696
11478,2018,0,0,1,1,0,0,865,0.037366548,0.361209964,0,0,0.473214286,0,0.09375,0,0,0,0,0,0,0,0.473214286,0,0,0,0,0,0,0,0.09375,6.91274282,1.137483233,0.764474436,-0.150013314,Village,22.28916151,46.46664419
11502,2018,0,1,0,1,0,0,1986,0.01946472,0.103000811,0.00081103,0,0.019736842,0,0.269736842,0,0.000738007,0,0,0,0.02804428,0.019736842,0,0,0.689298893,0,0,0,0.022878229,0.269736842,0,7.61283103,0.280509036,0.028790344,-0.018953186,Periurban,21.56870506,46.39505149
11539,2018,0,1,0,1,0,0,4278,0.016882184,0.112787356,0.00466954,0.016042781,0.085561497,0.002673797,0.157754011,0,0.001828822,0.016042781,0,0,0.053401609,0.085561497,0,0,0.506949525,0.002673797,0,0,0.104974396,0.157754011,0,8.371010681,0.184887457,0.547393308,-0.009769792,Periurban,21.61724178,46.14685012
11584,2018,0,1,0,1,0,0,14062,0.019640296,0.170031998,0.109897385,0.003683241,0.057826888,0.341804788,0.135911602,0,0.023109862,0.003683241,0,0,0.116285294,0.057826888,0,0,0.241670012,0.341804788,0,0,0.143463134,0.135911602,0,9.549095715,0.342868915,0.626910555,0.002135688,Periurban,21.09496545,46.20862209
11637,2018,0,1,0,1,0,0,1801,0.024978467,0.043066322,0,0,0.215189873,0,0.025316456,0,0.014476615,0,0,0,0.085746102,0.215189873,0,0,0.10467706,0,0,0,0.095768374,0.025316456,0,7.52131798,0.084934217,0.794880479,-0.025220635,Periurban,20.93356957,46.25515452
11664,2018,0,0,1,1,0,0,1339,0.026699029,0.014563107,0.002427184,0.055555556,0.111111111,0,0.027777778,0,0,0,0.055555556,0,0,0,0.111111111,0,0,0,0,0,0,0,0.027777778,7.274479559,-0.066190696,1.622463519,-0.074801213,Village,22.40361138,46.09609302
11735,2018,0,0,1,1,0,0,2183,0.023220974,0.045692884,0.000749064,0,0.258064516,0,0,0,0,0,0,0,0,0,0.258064516,0,0,0,0,0,0,0,0,7.661056382,0.240945915,0.544680799,0.027398974,Village,21.36516767,46.59921464
11762,2018,0,0,1,1,0,0,1106,0.021630616,0.009983361,0.001663894,0,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,7.126890809,0.64856679,-1.867969127,-0.118385627,Village,22.43949323,46.28023359
11842,2018,0,0,1,1,0,0,2903,0.025160913,0.108835576,0,0,0.113537118,0,0.021834061,0,0,0,0,0,0,0,0.113537118,0,0,0,0,0,0,0,0.021834061,8.006700845,-0.47943753,0.868369792,-0.033200881,Village,22.28498278,46.04617863
11940,2018,0,0,1,1,0,0,6192,0.014175258,0.039175258,0.000515464,0,0.325358852,0,0.09569378,0,0,0,0,0,0,0,0.325358852,0,0,0,0,0,0,0,0.09569378,8.730205596,0.832557188,-0.470800932,0.00080782,Village,21.00052512,46.10530808
11995,2018,0,1,0,1,0,0,2975,0.020540541,0.031891892,0.003243243,0,0.13592233,0,0.116504854,0,0,0,0,0,0.042467139,0.13592233,0,0,0.168857432,0,0,0,0.273003033,0.116504854,0,8.023552392,0.295083778,1.240094314,-0.025553074,Periurban,21.72889871,46.38654826
12037,2018,0,1,0,1,0,0,4227,0.014318011,0.102486812,0.018085908,0,0.078212291,0.002793296,0,0,0.014476615,0,0,0,0.085746102,0.078212291,0,0,0.10467706,0.002793296,0,0,0.095768374,0,0,8.338783971,0.6962985,1.012193858,0.010463829,Periurban,20.91698466,46.14029202
12055,2018,0,1,0,1,0,0,3841,0.022362869,0.02742616,0.019409283,0.012195122,0.006097561,0.103658537,0.018292683,0,0.001834488,0.012195122,0,0,0.02792499,0.006097561,0,0,0.727680391,0.103658537,0,0,0.019364044,0.018292683,0,8.264878263,0.316944411,-0.356676806,-0.011390234,Periurban,21.62120044,46.49743772
12091,2018,1,0,0,1,0,0,15657,0.015518434,0.057428091,0.194919443,0.000738007,0.02804428,0.689298893,0.022878229,0.000738007,0,0,0,0.02804428,0,0,0,0.689298893,0,0,0,0.022878229,0,0,0,9.649304729,0.346003354,0.693395289,0.009368652,Core,21.51968553,46.32523976
12126,2018,0,1,0,1,0,0,2258,0.016475645,0.178366762,0.012893983,0.003448276,0.148275862,0,0.368965517,0,0.001834488,0.003448276,0,0,0.02792499,0.148275862,0,0,0.727680391,0,0,0,0.019364044,0.368965517,0,7.725771442,-0.151379189,-0.089413997,-0.003536697,Periurban,21.44972772,46.52789719
12144,2018,0,1,0,1,0,0,4216,0.015879163,0.104570101,0.018202943,0.008379888,0.089385475,0,0.156424581,0,0.023109862,0.008379888,0,0,0.116285294,0.089385475,0,0,0.241670012,0,0,0,0.143463134,0.156424581,0,8.317033476,0.30801001,1.085950105,0.029608614,Periurban,21.33411344,46.0387074
12206,2018,0,1,0,1,0,0,3113,0.014728288,0.041137633,0.013204672,0,0,0.183823529,0,0,0.014476615,0,0,0,0.085746102,0,0,0,0.10467706,0.183823529,0,0,0.095768374,0,0,8.031385331,0.191665118,0.534313087,0.01195684,Periurban,20.83706114,46.12039871
12224,2018,0,0,1,1,0,0,2859,0.017626322,0.059341951,0.002350176,0,0.044444444,0,0.407407407,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0,0.407407407,7.977968093,0.282646793,0.753082605,-0.019740901,Village,21.71023066,46.5578893
12242,2018,0,1,0,1,0,0,4250,0.015075377,0.11132586,0.094704291,0.001748252,0.16958042,0.416083916,0.241258741,0,0.003417969,0.001748252,0,0,0.041992188,0.16958042,0,0,0.5703125,0.416083916,0,0,0.136474609,0.241258741,0,8.387539983,0.200846261,1.775279864,-0.032865721,Periurban,21.73340815,46.49531164
12288,2018,0,1,0,1,0,0,871,0.030828516,0.046242775,0.001926782,0,0.146341463,0,0.097560976,0,0.003417969,0,0,0,0.041992188,0.146341463,0,0,0.5703125,0,0,0,0.136474609,0.097560976,0,6.795705775,0.319872606,0.211007786,-0.026063798,Periurban,21.93796499,46.34669862
12340,2018,0,1,0,1,0,0,4405,0.016899339,0.097722263,0.000734754,0,0.057324841,0,0.044585987,0,0.000738007,0,0,0,0.02804428,0.057324841,0,0,0.689298893,0,0,0,0.022878229,0.044585987,0,8.390041406,0.305213708,-0.481934964,0.000454133,Periurban,21.42568503,46.3824343
12368,2018,0,1,0,1,0,0,9045,0.011539144,0.073850524,0.04757678,0.001335113,0.038718291,0.303070761,0.077436582,0,0,0.001335113,0,0,0.042467139,0.038718291,0,0,0.168857432,0.303070761,0,0,0.273003033,0.077436582,0,9.115480091,0.299223915,0.54035896,-0.005512693,Periurban,21.6257379,46.28011749
12402,2018,0,1,0,1,0,0,323,0.048387097,0.064516129,0.005376344,0.045454545,0.181818182,0,0,0,0.001828822,0.045454545,0,0,0.053401609,0.181818182,0,0,0.506949525,0,0,0,0.104974396,0,0,5.780743516,1.221956722,-0.987311002,-0.003091193,Periurban,21.73868932,45.9799235
12457,2018,0,0,1,1,0,0,1572,0.022364217,0.029818956,0,0,0.020408163,0,0.06122449,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0.06122449,7.496652438,0.184957921,0.861335618,-0.136548465,Village,21.94727941,46.2372692
12509,2018,0,1,0,1,0,0,6170,0.020640381,0.053188674,0.005292405,0.006688963,0.096989967,0,0.301003344,0,0,0.006688963,0,0,0.042467139,0.096989967,0,0,0.168857432,0,0,0,0.273003033,0.301003344,0,8.7326271,0.741947732,1.099530257,-0.005172983,Periurban,21.78576758,46.27038694
12572,2018,0,0,1,1,0,0,1622,0.018867925,0.030784508,0.016881827,0.253731343,0.044776119,0,0.029850746,0,0,0,0.253731343,0,0,0,0.044776119,0,0,0,0,0,0,0,0.029850746,7.465082736,-0.196037013,0.593228547,-0.073667502,Village,22.13932494,46.06368943
12643,2018,0,1,0,1,0,0,6955,0.019367029,0.060226736,0.074870099,0.001529052,0.044342508,0.394495413,0.067278287,0,0.023109862,0.001529052,0,0,0.116285294,0.044342508,0,0,0.241670012,0.394495413,0,0,0.143463134,0.067278287,0,8.811801224,0.320888226,0.906066496,0.03541488,Periurban,21.1945945,46.03673478
12689,2018,0,0,1,1,0,0,2549,0.013409962,0.0651341,0,0,0.048780488,0,0.06504065,0,0,0,0,0,0,0,0.048780488,0,0,0,0,0,0,0,0.06504065,7.951207156,0.146589379,0.625855785,-0.107750752,Village,22.54371717,46.35621476
12778,2018,0,1,0,1,0,0,4540,0.017041581,0.048738923,0,0,0.310880829,0,0.015544041,0,0.001828822,0,0,0,0.053401609,0.310880829,0,0,0.506949525,0,0,0,0.104974396,0.015544041,0,8.451053389,0.470558689,0.335903124,-0.030371098,Periurban,21.57974539,46.06752421
12812,2018,0,1,0,1,0,0,2799,0.022360248,0.024223602,0.003726708,0,0.049382716,0.074074074,0.135802469,0,0.001834488,0,0,0,0.02792499,0.049382716,0,0,0.727680391,0.074074074,0,0,0.019364044,0.135802469,0,7.896180609,0.714733803,0.074732382,0.040836881,Periurban,21.58311667,46.41731874
12849,2018,0,1,0,1,0,0,1436,0.026373626,0.053846154,0.025274725,0.010416667,0.083333333,0.104166667,0,0,0.001834488,0.010416667,0,0,0.02792499,0.083333333,0,0,0.727680391,0.104166667,0,0,0.019364044,0,0,7.28756064,-0.341473986,1.066085595,-0.017943891,Periurban,21.48845708,46.61823721
12876,2018,0,1,0,1,0,0,4945,0.012966965,0.17381908,0.408768138,0.001036807,0.029548989,0.677553136,0.063763608,0,0.023109862,0.001036807,0,0,0.116285294,0.029548989,0,0,0.241670012,0.677553136,0,0,0.143463134,0.063763608,0,8.475954443,0.856714822,3.09966015,0.030177801,Periurban,21.39791297,46.28273919
12912,2018,0,1,0,1,0,0,1591,0.021428571,0.126530612,0.001020408,0.006849315,0.061643836,0,0.136986301,0,0.000351062,0.006849315,0,0,0.013340355,0.061643836,0,0,0.741793927,0,0,0,0.00719677,0.136986301,0,7.409136444,0.17699354,6.147206804,-0.037018416,Periurban,21.22758595,46.36846914
12920,2018,0,0,1,1,0,0,2753,0.010840108,0.041734417,0.056368564,0,0.114427861,0.009950249,0.064676617,0,0,0,0,0,0,0,0.114427861,0,0,0,0.009950249,0,0,0,0.064676617,7.89319887,0.13242304,4.958952977,0.027247636,Village,21.47679333,46.09683243
12938,2018,0,1,0,1,0,0,2858,0.014869888,0.106213489,0.002655337,0,0.309012876,0,0.008583691,0,0.023109862,0,0,0,0.116285294,0.309012876,0,0,0.241670012,0,0,0,0.143463134,0.008583691,0,7.890208213,0.0839024,2.234001523,0.067669145,Periurban,21.21823066,46.1361978
13169,2018,1,0,0,0,1,0,174151,0.058467436,0.376686132,0.171880711,0.02759664,0.1282458,0.183894372,0.093467278,0.02759664,0,0,0,0.1282458,0,0,0,0.183894372,0,0,0,0.093467278,0,0,0,12.09583917,0.07592963,0.452017855,-0.028161147,Core,24.87030655,44.85737205
13187,2018,0,1,0,0,1,0,10686,0.013206475,0.621982391,0.561204203,0.000237389,0.055667656,0.411632047,0.096498516,0,0.02759664,0.000237389,0,0,0.1282458,0.055667656,0,0,0.183894372,0.411632047,0,0,0.093467278,0.096498516,0,9.203114327,0.263844513,0.86271547,0.073575426,Periurban,24.79450107,44.89951985
13276,2018,0,1,0,0,1,0,8204,0.011117287,0.581619418,0.363164721,0,0.063772049,0.251599147,0.045551463,0,0.02759664,0,0,0,0.1282458,0.063772049,0,0,0.183894372,0.251599147,0,0,0.093467278,0.045551463,0,8.811950178,0.296739789,0.994154343,0.200426942,Periurban,24.91122128,44.80561953
13301,2018,1,0,0,0,1,0,34298,0.023056321,0.141908939,0.611574739,0.014595621,0.022943117,0.766769969,0.051684495,0.014595621,0,0,0,0.022943117,0,0,0,0.766769969,0,0,0,0.051684495,0,0,0,10.47534242,0.76245574,0.26932265,-0.0325001,Core,24.94422472,44.94387184
13365,2018,0,1,0,0,1,0,5383,0.018672795,0.431197932,0.653835105,0.000780843,0.038781884,0.51639771,0.145236856,0,0.02759664,0.000780843,0,0,0.1282458,0.038781884,0,0,0.183894372,0.51639771,0,0,0.093467278,0.145236856,0,8.534050308,0.815423887,0.781407513,0.05695081,Periurban,24.87911183,44.91050143
13392,2018,0,1,0,0,1,0,15695,0.040158199,0.383835311,0.083967143,0.001397485,0.117987622,0.126372529,0.176681972,0,0.02759664,0.001397485,0,0,0.1282458,0.117987622,0,0,0.183894372,0.126372529,0,0,0.093467278,0.176681972,0,9.573315428,0.079866872,0.498983647,0.087782041,Periurban,24.94787358,44.87853492
13490,2018,1,0,0,0,1,0,35716,0.045165124,0.283173444,0.042872909,0.00102916,0.111606632,0.104059463,0.322813036,0.00102916,0,0,0,0.111606632,0,0,0,0.104059463,0,0,0,0.322813036,0,0,0,10.56962318,0.049172913,0.564536133,-0.086269137,Core,25.04364187,45.25613803
13524,2018,0,1,0,0,1,0,4246,0.024825446,0.075640031,0.017067494,0,0.02970297,0.141914191,0.082508251,0,0.00102916,0,0,0,0.111606632,0.02970297,0,0,0.104059463,0.141914191,0,0,0.322813036,0.082508251,0,8.370315996,-0.365686374,-1.494341624,-0.016583353,Periurban,25.10484192,45.37075666
13622,2018,1,0,0,0,1,0,32686,0.035232181,0.319924406,0.128824694,0.05587579,0.087950911,0.204908888,0.274823354,0.05587579,0,0,0,0.087950911,0,0,0,0.204908888,0,0,0,0.274823354,0,0,0,10.45181125,-0.026377321,0.483555435,-0.057109122,Core,24.67221804,45.13765801
13668,2018,1,0,0,0,1,0,10349,0.041173071,0.245015891,0.013290956,0,0.039073806,0.027496382,0.528702364,0,0,0,0,0.039073806,0,0,0,0.027496382,0,0,0,0.528702364,0,0,0,9.28924397,-0.115501285,0.672813676,-0.044598794,Core,24.86511856,44.71013973
13757,2018,1,0,0,0,1,0,9375,0.027581884,0.35323617,0.125215483,0.000309693,0.025704552,0.239702694,0.377516259,0.000309693,0,0,0,0.025704552,0,0,0,0.239702694,0,0,0,0.377516259,0,0,0,9.183996397,0.01457341,0.663933308,-0.038194546,Core,25.08878876,44.82286273
13819,2018,0,0,1,0,1,0,6028,0.014901961,0.079477124,0,0,0.066481994,0,0.393351801,0,0,0,0,0,0,0,0.066481994,0,0,0,0,0,0,0,0.393351801,8.71374633,-0.422535049,1.144359026,-0.009575771,Village,24.68281174,45.2378642
13891,2018,0,0,1,0,1,0,1513,0.016968326,0.059954751,0,0,0.308823529,0,0.029411765,0,0,0,0,0,0,0,0.308823529,0,0,0,0,0,0,0,0.029411765,7.424761762,0.448978104,0.249702985,-0.102912048,Village,24.96036115,45.37103642
13935,2018,0,1,0,0,1,0,3966,0.011093502,0.417987322,0.026545166,0.016521739,0.175652174,0.036521739,0.196521739,0,0.02759664,0.016521739,0,0,0.1282458,0.175652174,0,0,0.183894372,0.036521739,0,0,0.093467278,0.196521739,0,8.226305988,0.565944812,1.226288199,0.059207321,Periurban,24.83674214,44.7796735
13999,2018,0,0,1,0,1,0,3276,0.018877551,0.075,0.003571429,0,0,0.036649215,0.340314136,0,0,0,0,0,0,0,0,0,0,0,0.036649215,0,0,0,0.340314136,8.117908942,0.827609147,0.293445944,-0.023530497,Village,24.89151617,45.23834952
14049,2018,0,0,1,0,1,0,2367,0.011651816,0.125428376,0,0,0.595,0,0.035,0,0,0,0,0,0,0,0.595,0,0,0,0,0,0,0,0.035,7.850882665,0.469195679,0.458011947,-0.081504055,Village,24.63535388,45.45111803
14085,2018,0,0,1,0,1,0,2885,0.014444444,0.042222222,0.001111111,0,0.115384615,0,0.134615385,0,0,0,0,0,0,0,0.115384615,0,0,0,0,0,0,0,0.134615385,7.946263644,0.502646479,0.442699974,0.021016535,Village,24.70667769,44.88563058
14165,2018,0,1,0,0,1,0,6017,0.014158364,0.143943367,0.015207132,0,0.024205749,0.08774584,0.296520424,0,0.05587579,0,0,0,0.087950911,0.024205749,0,0,0.204908888,0.08774584,0,0,0.274823354,0.296520424,0,8.747828608,0.399441943,1.413804626,-0.045484533,Periurban,24.65896794,45.06915886
14272,2018,0,0,1,0,1,0,4014,0.016638935,0.061148087,0.00124792,0,0.094736842,0,0.242105263,0,0,0,0,0,0,0,0.094736842,0,0,0,0,0,0,0,0.242105263,8.350429974,1.009444619,0.952298265,-0.052886444,Village,24.93546467,45.06921524
14352,2018,0,0,1,0,1,0,1833,0.01754386,0.072807018,0,0,0.116504854,0,0.038834951,0,0,0,0,0,0,0,0.116504854,0,0,0,0,0,0,0,0.038834951,7.553810852,0.400941021,2.047781219,-0.040101604,Village,25.08307818,44.94689458
14405,2018,0,0,1,0,1,0,3436,0.019194757,0.166666667,0,0,0.010075567,0,0.722921914,0,0,0,0,0,0,0,0.010075567,0,0,0,0,0,0,0,0.722921914,8.166784289,0.361923617,1.022857838,-0.024721006,Village,24.91009989,45.31181113
14450,2018,0,0,1,0,1,0,4380,0.023292538,0.050927754,0.053296486,0.003095975,0.030959752,0,0.00619195,0,0,0,0.003095975,0,0,0,0.030959752,0,0,0,0,0,0,0,0.00619195,8.538758969,-0.764574401,-0.345258812,-0.153954966,Village,24.78961528,44.42531119
